Run;Initial_wl_nm;Short_absorption_length_m;Long_absorption_length_m;Absorption_coordinate_m;Isotropic_emmission_angle_theta_deg;Isotropic_emmission_angle_phi_deg;Shifted_wl_nm;Refraction_coordinate_m;Hit_coordinate_m;Detected;Num_reflections;Quantumn_efficiency;Time_s;Timed_out;Total_distance_m
0;380;0.008208705355915204;0.24640250865538868;[[0.030256060929870182, 0.004806364710944063, 0.22607738630053445]];4.094079392473133;0.6155978195246711;450.370708338086;[0.009321944647212765, 0.01, 0.20783733510200217];[];False;1;;1.0011429342628874e-10;False;0.039675594751188946
1;380;2.5299290402021847e-05;7.263389956826974;[[0.007442602290079566, 0.009882969301189546, 0.2188834871881197]];4.533569729745489;-0.5733811562469698;450.370708338086;[0.007261369857750746, 0.01, 0.21884449318763274];[];False;0;;3.151080604960405e-11;False;0.000244529559903887
2;380;0.033591956410412974;0.073677043286114;[[0.2386201297177116, 0.009484556038122932, 0.01930561751176789], [0.3098010900193331, 0.0017400875355863925, 0.03465439513625943]];1.3609341495950262;-0.15640373068082947;436.7508539799367;[];[];False;3;;3.4280925424621375e-10;False;0.10726899969652699
3;380;0.0031498893176769237;0.05430992816793716;[[0.05571865843980841, 0.007794217504178155, 0.11465636442195755], [0.06809212378619324, 0.0020605741777879, 0.062086496749173284]];2.887773743052144;-0.4339266510742057;426.44246066289253;[];[];False;0;;1.8712670605846156e-10;False;0.05745981748561409
4;380;0.058783888387913055;0;[];0;0;380;[0.18925397180514136, 0.01, 0.1562989612818588];[];False;1;;7.938858825207434e-11;False;0.037604158014598085
5;380;0.0149039084890139;2.7739725307920753;[[0.23424311466118442, 0.0009040941323988361, 0.02676400319224256]];2.652176500215218;0.7209137865557226;511.9184981959861;[0.2445948293537305, 0.01, 0.000892446869701656];[];False;1;;1.1983831845842582e-10;False;0.044216549570611136
6;380;0.008445252669167812;3.9913566315273368;[[0.0848450333842047, 0.007070571007774591, 0.15973835320084184]];0.2169321887250874;-0.5404478360062629;464.8436421268753;[];[0.33570436297607525, 0.0034546941774825997, 0.287116660328372];False;10;0.23373679830588984;2.9319545698103853e-09;False;1.3676808573143386
7;380;0.013468191441577381;3.7676841213987657;[[0.11649075637784256, 0.0008683279779824801, 0.04662374433457524]];2.7580772643116003;0.01685377437358743;436.7508539799367;[];[0.2630888890952953, 0.0035657381836607747, 0.3088116168979538];False;10;0.2523603297418939;7.651224521834647e-09;False;3.6127502728476957
8;380;0.000533534430402935;1.250537318668229;[[0.1359026513965867, 0.009850509808321294, 0.10298250629500273], [0.006358150226303565, 0.005277106789789755, 0.14654913316408794]];6.17755061959958;0.1874635248330048;473.2693773900932;[];[];False;3;;2.9949891445760435e-09;False;1.251070853098632
9;380;0.009308370015719478;7.615848101861673;[[0.048597832326105, 0.0063997984055893286, 0.13918657540805365]];1.4588056365233792;0.02754681011914904;492.4594622177664;[];[0.26228403151385443, 0.005352196908435848, 0.2982318235502897];False;4;0.18846145777887674;3.0600615417236807e-09;False;1.4324462235210134
10;380;0.037791156555623755;0;[];0;0;380;[0.1543480282373332, 0.01, 0.11023140327721853];[];False;1;;4.7463957757752306e-11;False;0.022482351768915484
11;380;0.016188140690184868;1.3882096842332015;[[0.013646313226066471, 0.005359871662441557, 0.21492404039364937], [0.14767048126722337, 0.00541300234820145, 0.03626340716376864]];3.2589517701848543;0.12302583475412657;489.0345374100244;[];[];False;4;;3.082350526217174e-09;False;1.4043978249233864
12;380;0.008431595562461902;1.9330681992446577;[[0.007941725429313767, 0.004995982869824652, 0.22903287143333872], [0.24841916491327948, 0.0010807688753315357, 0.22713858708409168]];2.2417774629779914;-0.3129263230335879;450.370708338086;[];[];False;28;;4.195058931289227e-09;False;1.9414997948071195
13;380;0.003130223391035555;4.004157297670954;[[0.16018467519689067, 0.009626214243387691, 0.1601394410711076]];3.6722759558964895;0.8067142102387143;419.1114406296339;[0.1413778260363895, 0.01, 0.11381902221562161];[];False;1;;3.5234301432585843e-10;False;0.05683745813479109
